Gene,GeneID,alphaTC,3T3,MDCT,AML12,B16F10,BW51473,C8D1A,EML6,LL2,N1E115,NE_4C,J774A,EML
0610009B22Rik,ENSMUSG00000007777.9,32.655,38.1229,63.4447,47.6439,81.5719,40.3723,28.1501,25.5906,26.5901,40.3191,53.0053,35.0425,25.5906
0610010F05Rik,ENSMUSG00000042208.15,15.2666,4.77911,22.1629,28.0981,8.66058,6.19334,4.79875,27.9131,5.1738,10.2428,5.91887,8.02204,27.9131
0610010K14Rik,ENSMUSG00000020831.18,18.8027,67.8409,103.204,48.6303,61.0878,142.226,76.2725,80.7861,62.5939,80.4913,167.807,57.3339,80.7861
0610012G03Rik,ENSMUSG00000107002.1,41.2885,23.932,17.4262,17.6519,19.586,7.63806,12.6418,24.4448,16.5338,19.1074,14.9531,22.3865,24.4448
0610030E20Rik,ENSMUSG00000058706.5,22.2481,6.48189,10.5646,10.073,15.7324,16.5273,6.50533,17.5113,9.77649,10.0161,7.6739,10.8455,17.5113
0610040J01Rik,ENSMUSG00000060512.7,68.7935,0.042156,0,8.43889,0,0,0.179446,0,0,0,5.90308,0.112976,0
1110002E22Rik,ENSMUSG00000090066.2,0.007531,0,1.56768,0.360935,0,0.013434,0.122646,0.025669,0.007191,0,0,0.025121,0.025669
1110004F10Rik,ENSMUSG00000030663.12,181.346,134.315,148.679,177.422,133.763,219.583,148.765,125.366,117.937,257.437,72.7609,159.249,125.366
1110008P14Rik,ENSMUSG00000039195.4,55.5873,29.1361,72.3533,28.778,46.4575,21.9144,45.4965,26.4551,14.7681,37.61,18.887,53.944,26.4551
1110012L19Rik,ENSMUSG00000045237.5,21.96,39.567,21.0896,28.0304,24.4559,35.3164,18.4699,15.7448,23.999,11.6492,30.2669,18.0876,15.7448
1110017D15Rik,ENSMUSG00000028441.12,0.138118,0.184654,0,0.118321,0.320977,0,0,0,0.216129,0.895228,0.199695,0.252429,0
1110025L11Rik,ENSMUSG00000068073.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1110032A03Rik,ENSMUSG00000037971.10,8.97737,6.09361,10.3682,7.50068,23.8832,12.1738,8.04175,4.90505,4.62671,3.05785,10.4392,8.77536,4.90505
1110032F04Rik,ENSMUSG00000046999.2,0,0,0.073015,0,0,0,0,0,0.057062,0.505333,0.569471,0,0
1110038F14Rik,ENSMUSG00000063236.6,38.502,40.5005,59.2428,22.4984,53.2565,29.2411,20.1825,39.9917,39.2583,35.293,14.9559,32.3947,39.9917
1110051M20Rik,ENSMUSG00000040591.18,32.8013,17.4454,37.9963,4.69246,44.9039,16.5891,32.408,0.029993,15.6389,37.0971,17.9922,1.246,0.029993
1110059E24Rik,ENSMUSG00000035171.9,36.172,30.6425,77.3572,51.0064,17.3453,23.1419,32.8934,21.7003,28.5657,14.9088,37.2036,13.8295,21.7003
1110059G10Rik,ENSMUSG00000032551.7,20.9658,10.6893,15.8284,19.2896,15.2116,17.6007,12.8917,14.6658,11.7378,20.0259,6.7103,21.7525,14.6658
1110065P20Rik,ENSMUSG00000078570.10,58.5671,44.3578,20.5261,9.72721,48.1509,7.50656,37.6412,20.0456,36.2997,28.7394,15.4067,10.3507,20.0456
1190007I07Rik,ENSMUSG00000063320.11,52.9264,9.19626,29.4864,29.5443,46.403,37.7773,24.5261,22.3433,23.2352,34.7654,18.7174,25.5705,22.3433
1300017J02Rik,ENSMUSG00000033688.10,0,0,0.124906,0,0.594266,0.56405,0.040399,0,0.08056,0.095415,0.13924,0.037704,0
1500009C09Rik,ENSMUSG00000068099.5,9.78881,0,0,0,0,0,0,0,0,0.243235,0.052648,0,0
1500009L16Rik,ENSMUSG00000087651.3,8.78579,0,10.1809,0,1.34827,13.3225,1.16221,4.93453,0,23.4706,8.04515,0,4.93453
1500011B03Rik,ENSMUSG00000072694.8,141.202,56.3821,74.8354,17.9307,26.5303,17.9186,24.6926,21.5841,26.8998,5.74957,108.968,42.0417,21.5841
1520401A03Rik,ENSMUSG00000043747.12,0.194796,0.031173,0.369245,0.01743,0.210785,0,0.096888,0.098511,0.23202,1.2546,0.086081,0.02244,0.098511
1600012H06Rik,ENSMUSG00000050088.9,21.6466,27.2052,28.6481,33.0421,29.0359,7.34679,16.3756,13.0889,30.0904,18.7253,16.7345,32.0563,13.0889
1600014C10Rik,ENSMUSG00000054676.15,18.6499,11.26,5.47261,15.397,21.9783,10.9593,0,44.6408,5.89982,3.53822,3.01226,11.5623,44.6408
1600014C23Rik,ENSMUSG00000094690.2,1.2073,0,0.748653,0,1.10482,0.182989,0,0,0,0.190559,0.408759,0.225708,0
1700001C19Rik,ENSMUSG00000047150.8,3.55656,0,0.196241,0.212989,0,1.05538,0.523018,0,0.153446,0.601821,0.197016,0.054825,0
1700001K19Rik,ENSMUSG00000056508.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001L19Rik,ENSMUSG00000021534.8,0.346579,0.644384,0.159116,0,0.37694,1.74965,0.207888,0.049301,0.574071,0.527467,0,0,0.049301
1700001O22Rik,ENSMUSG00000044320.14,3.07811,5.14391,4.08328,0,0.050589,1.71572,0.183285,0,0.230302,4.09282,0.968827,0,0
1700001P01Rik,ENSMUSG00000018543.8,0.310694,1.68619,0.599105,0,0,0.847107,0,0.53424,0.149797,1.66337,0.156695,0,0.53424
1700003E16Rik,ENSMUSG00000030030.5,2.01914,1.72419,3.34958,0.360966,2.69584,0.208997,0.941953,0,2.45843,2.33837,0,0.170054,0
1700003F12Rik,ENSMUSG00000038523.10,0.132528,0.898989,1.31119,1.03697,20.6145,0.119708,10.4101,0,0.519371,0,5.98838,3.35791,0
1700003H04Rik,ENSMUSG00000039174.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006A11Rik,ENSMUSG00000027973.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1700007K13Rik,ENSMUSG00000026831.16,0.884781,0,1.70931,0.192031,8.9265,0,0,0.379314,0.212691,4.03667,0.894948,0,0.379314
1700008O03Rik,ENSMUSG00000008028.15,0.157632,0,0,0,0.407585,4.35593,0,0.218799,0,0,1.3451,0,0.218799
1700008P02Rik,ENSMUSG00000069118.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1700009N14Rik,ENSMUSG00000028287.4,0,0,0,0.056781,0,0,1.20405,0,0,0,0,0,0
1700010B08Rik,ENSMUSG00000057047.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010I14Rik,ENSMUSG00000023873.13,0,2.71846,1.11972,1.44324,5.46844,6.35274,1.23744,3.67412,0.707186,1.2277,2.72355,4.38936,3.67412
1700011L22Rik,ENSMUSG00000031682.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1700012A03Rik,ENSMUSG00000029766.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1700012B07Rik,ENSMUSG00000020617.13,0,0,0,0,0,0.068905,0,0,0,0,0,0,0
1700012B09Rik,ENSMUSG00000031927.9,0,0,0,0,0,0,0.141552,0,1.18393,0,0.147034,0,0
1700012P22Rik,ENSMUSG00000028589.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1700013F07Rik,ENSMUSG00000027886.7,2.47551,2.78767,1.5124,0,0.307994,2.14914,0.346243,0,2.50553,5.49431,0.579953,0.482481,0
1700013G24Rik,ENSMUSG00000041399.3,0,0,0.099785,0,0,0,0,0,0,0,0,0,0
1700013H16Rik,ENSMUSG00000054727.2,0,0,0,0,0,0,0.06524,0,0,0,0.135412,0,0
1700014D04Rik,ENSMUSG00000051054.4,0.046987,0.123975,0.150889,0,0,0.104941,0.045286,0,0,0.204022,0.113994,0,0
1700015F17Rik,ENSMUSG00000079666.8,0.131084,0,0,0.228727,0.280133,0,0,0,0,0,0,0,0
1700015G11Rik,ENSMUSG00000094445.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1700016C15Rik,ENSMUSG00000015962.5,0,0.255532,0.438374,3.46222,0,0,0.229477,0,0,0,0,0,0
1700016D06Rik,ENSMUSG00000031509.10,0,0,0,0,0.069313,0,0,0,0,0,0,0,0
1700016H13Rik,ENSMUSG00000029320.11,0,0,0,0,0,0.200964,0,0,0,0,0.882637,0,0
1700016K19Rik,ENSMUSG00000053783.5,0,0,0.700658,0,0,0,0.091451,0,0,1.19331,0,0,0
1700017B05Rik,ENSMUSG00000032300.7,6.60107,28.8922,14.7783,28.8479,8.34,10.2759,18.0178,19.7934,45.3434,26.3815,12.9726,31.1559,19.7934
1700017N19Rik,ENSMUSG00000056912.12,0,0,0,0,0,0,0,0,0,0.602712,0,0,0
1700018B08Rik,ENSMUSG00000031809.10,0,0,0,0,0,0,0,0,0,0,0,0,0
1700018F24Rik,ENSMUSG00000029620.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1700018G05Rik,ENSMUSG00000109745.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019A02Rik,ENSMUSG00000060715.9,0,0,0,0,0.158828,0,0,0,0.245204,0,0,0,0
1700019D03Rik,ENSMUSG00000043629.12,0.43758,0,0.129755,0,13.1192,0.248113,0.020357,0.434996,0.0405,0.79285,182.958,0,0.434996
1700019N19Rik,ENSMUSG00000026931.10,0.267119,0,0,0,0,0,0,0,0,0.836845,0.089134,0,0
1700020A23Rik,ENSMUSG00000027409.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020D05Rik,ENSMUSG00000100937.1,3.54986,0.272474,1.05034,0.510695,0.456893,0.64705,1.21646,0.682369,0.402585,0.632721,0.672227,0.373913,0.682369
1700020L24Rik,ENSMUSG00000035085.5,0.091407,0.465866,0.112401,1.17749,0.097335,0,0.264534,4.1098,0,0,0,0.101831,4.1098
1700020N01Rik,ENSMUSG00000050844.5,0.657781,0,0,0,0,1.09682,0,0,0,0.075107,0,0,0
1700020N15Rik,ENSMUSG00000059690.1,0,0,0,0,0,0.358893,0,0,0,0,0,0,0
1700021F07Rik,ENSMUSG00000027518.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1700022I11Rik,ENSMUSG00000028451.12,0,0,0,0,0,0,0,0,0,0,0,0,0
1700024G13Rik,ENSMUSG00000072473.4,0,0,0,0,0,0,0,0,0,0.09833,0,0,0
1700025C18Rik,ENSMUSG00000078935.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1700025G04Rik,ENSMUSG00000032666.16,7.66212,2.67548,6.44325,14.4763,1.97292,9.5896,9.12992,4.25938,4.40734,4.60028,5.96898,11.055,4.25938
1700028J19Rik,ENSMUSG00000038782.7,0.27154,0,0.233197,0,0.495605,1.05306,0.348747,0.789508,0.301952,0.943025,0.358211,0.96548,0.789508
1700028K03Rik,ENSMUSG00000089798.10,0,0,0,0,0,1.5043,0,0,0,0.740644,0,0,0
1700028P14Rik,ENSMUSG00000033053.4,0,0,0,0,0,0,0,0,0,0,0.101104,0,0
1700029F12Rik,ENSMUSG00000052075.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029H14Rik,ENSMUSG00000031452.15,0,0,0,0,0,0.0613,0,0,0,0,0,0,0
1700029I15Rik,ENSMUSG00000044916.10,1.00647,0,0.992042,0.308088,0,0.652433,0,0,1.03406,0,0.359774,0.395179,0
1700029J07Rik,ENSMUSG00000071103.10,2.87256,3.04309,4.31137,0.310144,0.514389,5.8864,0.639595,1.415,0.609999,1.35565,2.48621,0.043441,1.415
1700029P11Rik,ENSMUSG00000061633.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1700030J22Rik,ENSMUSG00000031847.8,0.461915,0.854345,3.99961,0.296953,1.01646,0.719739,0.389193,0.378905,0.706808,0.91066,1.34492,0.31271,0.378905
1700030K09Rik,ENSMUSG00000052794.13,8.64868,10.4799,14.5554,3.45509,11.27,11.4714,6.9428,6.0083,6.82155,3.80627,7.29059,6.46247,6.0083
1700031F05Rik,ENSMUSG00000032894.13,0,0,0,0,0,0.053856,0,0,0,0,0.059928,0,0
1700034E13Rik,ENSMUSG00000024532.13,0,0,0,0,0,0,0,0,0,0,0,0,0
1700034I23Rik,ENSMUSG00000074619.5,0,0,0,0,0,0.029485,0,0,0,0,0,0,0
1700034J05Rik,ENSMUSG00000040163.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1700037C18Rik,ENSMUSG00000005983.15,7.07545,1.43967,3.72543,1.90743,2.06604,4.11176,1.993,1.73756,2.03144,1.13253,0.634203,0.807438,1.73756
1700037H04Rik,ENSMUSG00000027327.16,42.3572,38.8748,36.3826,21.7942,40.8863,38.5949,31.7415,40.3101,62.827,78.8389,53.0501,26.9435,40.3101
1700042G07Rik,ENSMUSG00000078593.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1700049E17Rik1,ENSMUSG00000079271.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1700056E22Rik,ENSMUSG00000044854.7,7.97096,0.481807,1.14426,1.77086,1.33699,0.887968,1.21065,0.510191,0.951352,0.251993,0,0.541716,0.510191
1700057G04Rik,ENSMUSG00000074139.8,0,0.113953,0,0,0,0.095253,0,0,0,0,0,0,0
1700066B19Rik,ENSMUSG00000073598.3,0.783593,0,0.105471,0.318432,0.194892,2.46932,0.029509,3.83686,0.029435,0.057636,0.395101,0.136782,3.83686
1700066M21Rik,ENSMUSG00000038323.3,32.2541,2.64069,12.0208,9.0838,8.37393,2.97931,6.59209,5.96314,7.00631,6.47462,2.65037,4.30587,5.96314
1700067K01Rik,ENSMUSG00000046408.15,0.995669,0,0.156491,0,0,0.512671,0,0.100039,0,0,0,0,0.100039
1700067P10Rik,ENSMUSG00000021545.5,0,0,0,0,0,0.068572,0,0,0,0,0,0,0
1700069L16Rik,ENSMUSG00000042184.11,0,0,0,0,0,0,0,0,0,0.124467,0.132837,0,0
1700074P13Rik,ENSMUSG00000029883.12,0,0,0,0,0,0,0,0,0,0,0,0,0
1700080O16Rik,ENSMUSG00000031118.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1700084M14Rik,ENSMUSG00000057805.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1700088E04Rik,ENSMUSG00000033029.12,6.74039,10.3431,25.1217,8.75672,5.69751,0.967678,3.25379,0.490015,3.81749,13.5047,3.49659,0.609028,0.490015
1700092M07Rik,ENSMUSG00000090840.2,0.330916,1.39589,0.812975,2.00407,0.355038,1.19278,0.320477,1.13018,0.949781,0.930686,1.33558,0,1.13018
1700093K21Rik,ENSMUSG00000020286.13,0,0.190258,0,0,0,0.223084,0.082582,0,0,0,0,0.095392,0
1700094D03Rik,ENSMUSG00000118506.1,2.1085,1.06824,1.38184,0.541223,0.692844,3.49462,0.279829,1.43525,0.464372,0.962913,2.31119,0.863966,1.43525
1700102P08Rik,ENSMUSG00000032611.9,1.77052,1.73148,1.1337,0.066303,0.407643,0.90276,0.140408,0.43733,0.22321,0.3605,0.292758,0.161803,0.43733
1700109H08Rik,ENSMUSG00000008307.11,0.914617,0,0,0,0.752888,0.865238,0,0,0.56916,0.781051,0.762463,1.2885,0
1700113H08Rik,ENSMUSG00000047129.11,0,0,0,0,0,0,0,0,0,0,0.088693,0,0
1700122O11Rik,ENSMUSG00000094928.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1700123K08Rik,ENSMUSG00000029526.5,0.081314,0,0,0,0,0.073071,0,0.092794,0,0,0.081329,0.090528,0.092794
1700123L14Rik,ENSMUSG00000072878.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1700123O20Rik,ENSMUSG00000040822.7,13.9747,25.7787,47.297,71.1685,24.0187,29.1379,21.6727,52.6235,23.334,19.215,25.7857,22.737,52.6235
1700125H20Rik,ENSMUSG00000018479.12,0,0,0.168801,0.118852,0,2.84903,0.397729,0.634837,0,0.340991,0.179161,0,0.634837
1700129C05Rik,ENSMUSG00000021977.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1810009A15Rik,ENSMUSG00000071653.9,76.3033,56.8847,107.591,177.105,60.017,75.4377,121.178,93.9913,64.6202,42.1939,82.9198,67.0489,93.9913
1810009J06Rik,ENSMUSG00000094808.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1810010H24Rik,ENSMUSG00000078607.6,2.25038,2.65697,4.4934,0.265518,2.16402,2.04511,1.12329,0.527476,1.6084,13.1748,4.2221,0.647613,0.527476
1810013L24Rik,ENSMUSG00000022507.6,15.216,21.0666,17.3153,13.2541,26.6602,18.4531,19.8132,13.1136,14.9111,21.6106,6.81937,8.71543,13.1136
1810024B03Rik,ENSMUSG00000044145.2,0.652191,0.281679,0.240068,0.39459,0.276493,0.292555,0.540827,1.39168,0.321871,0.244791,0.846453,0.945191,1.39168
1810030O07Rik,ENSMUSG00000044148.6,20.0946,26.1128,27.2053,44.3838,21.7247,27.7542,20.2246,27.4583,13.9697,13.9175,28.1499,13.4949,27.4583
1810037I17Rik,ENSMUSG00000054091.9,102.178,72.5592,169.127,54.112,60.9032,83.0808,87.7041,51.0756,58.7623,44.3303,52.3279,120.981,51.0756
1810046K07Rik,ENSMUSG00000036027.13,0,0,0,0,0,0,0,0,0,0,0,0,0
1810055G02Rik,ENSMUSG00000035372.2,14.6965,46.4245,60.5373,42.9257,15.2604,12.5287,28.1359,6.41305,42.2172,8.59269,16.483,10.356,6.41305
1810062G17Rik,ENSMUSG00000027713.6,1.28869,1.03595,1.0634,1.72168,4.06692,4.33497,0.648756,0.109686,5.93428,1.35919,0.867925,1.89194,0.109686
1810065E05Rik,ENSMUSG00000013653.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2010003K11Rik,ENSMUSG00000042041.7,0.071628,0.077272,0,0.077687,0,0,0.137916,0,0,0,0.215073,0,0
2010106E10Rik,ENSMUSG00000025528.10,0,0,0,0,0,0,0,0,0,0,0,0,0
2010109A12Rik,ENSMUSG00000029384.5,0.185204,0,0,0,0.77053,0,0,0.249384,0,0,0,0,0.249384
2010300C02Rik,ENSMUSG00000026090.16,0,0,0.774783,0.064743,0.03251,0,0.115743,0,0.400998,0,2.27341,0,0
2200002D01Rik,ENSMUSG00000030587.5,0,1.56216,10.7283,96.3527,0,1.09757,0,0.062933,2.05809,0,0,0.061394,0.062933
2200002J24Rik,ENSMUSG00000013083.8,2.43572,0,1.02453,0,0,0,0,1.42642,0,0,0.422198,11.7838,1.42642
2210010C04Rik,ENSMUSG00000029882.5,0,0,0,0.031394,0,0.604985,0,0,0,0,0,0,0
2210016F16Rik,ENSMUSG00000021550.6,8.60471,0.161765,0.091594,9.70431,25.2692,15.3795,0.120508,0.028387,7.1086,1.16992,0.049607,19.9408,0.028387
2210016L21Rik,ENSMUSG00000029559.15,22.672,16.2729,31.9573,18.8515,18.5819,12.841,13.2717,16.2805,11.9378,4.02866,20.5088,12.375,16.2805
2210407C18Rik,ENSMUSG00000037145.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2210408I21Rik,ENSMUSG00000071252.6,2.46449,2.24048,1.8194,1.74396,3.39301,3.70114,2.27021,1.91733,1.10666,0.79676,0.996798,0.619084,1.91733
2210418O10Rik,ENSMUSG00000078894.9,19.0606,36.3864,14.2374,71.594,17.83,15.8095,12.8188,15.3732,11.978,22.1219,11.1257,1.90322,15.3732
2300002M23Rik,ENSMUSG00000039269.5,0,0,0,0,0,0,0,0,0,0.119785,0.128504,0,0
2300009A05Rik,ENSMUSG00000032403.8,31.3099,10.4628,13.6241,11.8095,8.66675,5.8924,11.7337,8.30816,10.4844,14.4597,7.8106,14.1369,8.30816
2310002L09Rik,ENSMUSG00000028396.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2310009B15Rik,ENSMUSG00000079283.2,14.1129,18.0358,17.3323,20.2516,8.38485,17.84,19.7211,13.4484,39.825,14.0457,3.3721,22.3557,13.4484
2310011J03Rik,ENSMUSG00000020133.8,28.7984,21.0726,43.3204,23.8148,37.6882,14.7805,17.9502,30.9521,22.2267,5.95014,4.30771,15.4138,30.9521
2310022A10Rik,ENSMUSG00000049643.15,25.923,10.3717,19.036,13.1772,12.3997,21.8384,14.1379,20.8742,12.2372,10.5739,10.7563,18.6886,20.8742
2310022B05Rik,ENSMUSG00000031983.7,33.1173,143.2,77.8429,20.8365,24.4532,6.71648,41.8113,10.3482,30.9708,19.2833,16.4104,8.99777,10.3482
2310030G06Rik,ENSMUSG00000032062.3,2.79901,0.674875,18.3977,47.3727,3.80177,0,0.128313,0,0,3.7163,8.51369,0,0
2310033P09Rik,ENSMUSG00000020441.6,20.0972,1.25021,17.704,3.58851,15.28,6.7685,6.55644,19.2679,9.00118,8.40715,10.6946,11.7994,19.2679
2310034C09Rik,ENSMUSG00000068078.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2310034G01Rik,ENSMUSG00000099655.2,4.16151,0.646708,0.806202,0.102753,0.69297,0,1.20459,0.274806,1.07306,0.111562,0,0.330583,0.274806
2310039H08Rik,ENSMUSG00000062619.6,45.6192,15.646,22.0369,12.6518,8.85809,7.56861,21.8383,13.5093,20.8169,13.3822,22.0295,24.4536,13.5093
2310050C09Rik,ENSMUSG00000090314.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2310057J18Rik,ENSMUSG00000015519.12,0,0,0,0,0.21281,0.050316,0,0,0,0,0.167961,0,0
2310057M21Rik,ENSMUSG00000040177.10,3.80123,1.43556,2.87159,1.69899,2.77867,2.53558,1.15874,1.11089,1.12146,2.99417,2.00605,1.57194,1.11089
2310057N15Rik,ENSMUSG00000048830.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2310061I04Rik,ENSMUSG00000050705.15,66.0335,22.8582,33.2346,18.2289,32.6078,23.636,29.0785,42.3941,24.0338,49.9837,37.609,24.6904,42.3941
2310061N02Rik,ENSMUSG00000050704.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2310079G19Rik,ENSMUSG00000045331.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2410002F23Rik,ENSMUSG00000045411.16,62.6864,40.5355,42.2472,42.9855,42.0211,53.9215,26.314,71.8315,50.0523,40.9599,18.5402,16.2372,71.8315
2410004B18Rik,ENSMUSG00000036873.13,6.04413,14.824,16.2688,3.80904,4.84807,6.72173,2.453,8.95252,4.45397,3.22155,4.94746,10.9616,8.95252
2410004P03Rik,ENSMUSG00000071398.8,0.196529,0.119394,0.122081,0.113339,1.00528,0.528464,0.084537,0.083143,0.081531,0.184412,1.21174,0.24584,0.083143
2410131K14Rik,ENSMUSG00000032840.7,16.2347,10.4408,16.0037,3.54513,11.792,6.07004,6.62505,3.66972,4.5711,5.73693,5.77106,3.61459,3.66972
2410137M14Rik,ENSMUSG00000064308.10,0,0.137682,0,0,0,0,0,0,0,0,0,0,0
2410141K09Rik,ENSMUSG00000074832.11,7.52711,0.340197,4.25271,0.28995,0.418114,0.358343,0.67737,1.87359,1.46637,4.62028,3.61122,0.274161,1.87359
2510002D24Rik,ENSMUSG00000071632.10,31.991,8.33576,22.5933,35.0979,0.091789,42.8407,0,18.9555,9.16714,15.5842,17.2358,0.096517,18.9555
2510009E07Rik,ENSMUSG00000043391.10,0.511662,3.61955,2.6427,0.012417,7.53003,9.7186,3.18707,0,4.28313,0.807444,0.419242,14.7175,0
2510039O18Rik,ENSMUSG00000044496.6,37.4002,28.7845,37.1023,15.2029,25.2066,12.6849,24.2103,34.4704,27.7844,45.3513,18.4535,44.6626,34.4704
2610001J05Rik,ENSMUSG00000052419.7,38.8538,66.3434,58.6409,186.191,115.357,42.5372,72.8729,43.2373,70.7715,46.7059,19.24,109.625,43.2373
2610002M06Rik,ENSMUSG00000031242.7,9.27687,8.44086,5.09773,3.96258,11.5743,89.0283,7.56374,5.71727,8.46909,14.2262,4.96482,6.20747,5.71727
2610008E11Rik,ENSMUSG00000060301.6,8.02008,12.4633,10.8649,4.34627,10.1175,1.94062,13.8069,5.78667,5.11297,6.74796,5.90261,2.68424,5.78667
2610028H24Rik,ENSMUSG00000009114.17,0.114377,0,0,0.047819,0,0.049591,0.053265,0.252233,0,0.052111,0.367811,0.05941,0.252233
2610301B20Rik,ENSMUSG00000059482.15,17.5203,19.8571,24.1006,5.35537,23.3455,80.4401,26.9596,24.7561,11.3691,25.1691,35.4292,7.64196,24.7561
2610318N02Rik,ENSMUSG00000049916.12,40.4255,0.140787,0.266722,3.73977,4.69702,13.9554,3.65043,48.6733,5.35043,22.0706,19.1058,0,48.6733
2610507B11Rik,ENSMUSG00000010277.7,43.3279,69.4076,97.1488,66.9873,61.3693,38.2551,45.9383,75.8715,62.5635,30.7849,56.0789,125.937,75.8715
2610528A11Rik,ENSMUSG00000096001.2,0.121383,0.79753,0.149599,0.114527,0.259094,0.219041,0.589168,0,0,0.228677,0.475782,0.541921,0
2610528J11Rik,ENSMUSG00000028536.12,0,0,0,0,0,0,0,0,0,0,4.32933,0,0
2700049A03Rik,ENSMUSG00000034601.17,15.6636,2.18955,9.08386,2.90163,7.07497,8.47253,7.6658,11.8756,9.28598,8.85682,13.7082,4.01455,11.8756
2700062C07Rik,ENSMUSG00000024273.8,23.5481,24.4773,22.662,16.4159,22.6575,54.7086,18.6499,25.7079,19.6306,23.1739,15.9446,8.92747,25.7079
2700081O15Rik,ENSMUSG00000053080.10,3.14145,21.2621,22.4266,6.49549,6.99843,1.5131,6.22064,5.03992,13.6993,2.4839,4.62326,0.784815,5.03992
2700097O09Rik,ENSMUSG00000062198.5,17.5672,8.8866,15.0277,4.84013,14.214,12.7767,9.50225,12.5929,15.5047,16.4695,23.4548,8.47592,12.5929
2810004N23Rik,ENSMUSG00000031984.8,41.8501,41.4136,51.2723,38.2503,46.5439,84.7667,22.3246,34.5541,30.0017,49.2285,47.0566,18.2192,34.5541
2810006K23Rik,ENSMUSG00000047635.6,27.9799,8.69097,28.6444,9.73838,14.3628,14.249,16.2426,15.0212,7.9535,3.7193,18.9984,8.55149,15.0212
2810021J22Rik,ENSMUSG00000020491.15,1.53692,3.30193,8.8858,3.51157,6.1907,6.14895,3.8239,0.022134,2.7959,6.20378,3.86108,4.20018,0.022134
2810408A11Rik,ENSMUSG00000018570.17,0.495936,1.14444,2.95809,3.55272,0.321011,0.491218,2.22374,4.87434,0.593407,0.990049,4.61748,0,4.87434
2810459M11Rik,ENSMUSG00000026227.11,0.067729,0,0,0,0,0.04065,0,0.077619,0.021747,0,0.285749,0,0.077619
2900026A02Rik,ENSMUSG00000051339.10,32.4639,0.061918,15.1091,8.9136,0,0.139845,4.75986,8.40101,0.60462,2.00847,4.49273,2.60051,8.40101
2900092C05Rik,ENSMUSG00000030385.4,0,0,0,0,0,0,0,0,0,0,0,0,0
3110009E18Rik,ENSMUSG00000026388.15,13.2141,17.5628,24.9677,18.4143,10.0908,31.3394,7.86074,17.6376,11.4442,15.7901,20.9043,9.11679,17.6376
3110040M04Rik,ENSMUSG00000114582.1,0,0,0,0,0,0.429751,0,0.649523,0,0,0,0,0.649523
3110040N11Rik,ENSMUSG00000025102.14,18.2305,11.3164,7.55864,20.5508,19.6253,34.9104,13.257,16.7583,9.21812,18.7774,7.04967,17.8445,16.7583
3110082I17Rik,ENSMUSG00000053553.11,28.7005,16.555,32.6039,12.8223,14.0189,24.2319,11.2383,22.396,23.555,24.5174,20.5278,10.9149,22.396
3110082J24Rik,ENSMUSG00000086815.4,0,0.127972,0,0,0.12675,0,0,0,0,0,0,0,0
3300002I08Rik,ENSMUSG00000063364.10,1.4819,3.90006,2.20328,1.02018,3.02018,2.7055,4.02203,0,2.50616,3.51187,3.08033,3.99773,0
3425401B19Rik,ENSMUSG00000071540.4,0,0,0,0,0,0,0.11537,0,0.119295,0.011532,0,1.47349,0
3830406C13Rik,ENSMUSG00000033111.16,16.5926,13.0576,8.77759,15.6697,35.0405,29.9391,18.6235,27.8669,12.9354,5.34014,2.16314,32.9295,27.8669
3830417A13Rik,ENSMUSG00000031179.14,0,0,0,0,0,0,0.186419,0,0,0,0,0,0
