Gene,GeneID,alphaTC,3T3,MDCT,AML12,B16F10,BW51473,C8D1A,EML6,LL2,N1E115,NE_4C,J774A,EML
Rps12,ENSMUSG00000061983.7,1353.62,4168.42,3988.9,3489.34,3475.64,4468.77,5876.23,4638.47,5299.73,3680.04,7212.88,2609.88,4638.47
Rps13,ENSMUSG00000090862.3,881.136,1662.94,1235.84,2017.59,1468.84,1910.74,1977.58,1791.03,1910.47,1553.12,1944.63,1804.61,1791.03
Rps14,ENSMUSG00000024608.11,712.669,3684.68,1765.36,2147.36,2032.76,3706.47,2739.12,2498.3,3157.65,1966.56,4415.09,1640.94,2498.3
Rps15,ENSMUSG00000063457.14,1435.27,3172.51,4200.75,2604.86,2830.08,5127.92,3963.5,3494.71,4124.94,3985.42,3879.09,1998.22,3494.71
Rps15a,ENSMUSG00000008683.16,481.816,1548.38,1052.07,1562.1,1667.49,2814.4,1684.7,1763.93,1620.48,1876.71,2595.81,2253.38,1763.93
Rps16,ENSMUSG00000037563.15,758.226,1320.52,1046.34,1673.36,903.575,1566.3,1408.37,1466.7,1481.36,1333.27,1769.6,1439.85,1466.7
Rps17,ENSMUSG00000061787.15,1201.99,3018.02,2529.47,3155.42,3345.71,5019.66,3258.18,3664.68,3388.48,3482.91,4592.89,2692.04,3664.68
Rps18,ENSMUSG00000008668.15,787.8,243.039,94.3823,129.512,3423.37,191.98,3784.57,2521.16,6417.96,169.663,328.425,158.138,2521.16
Rps19,ENSMUSG00000040952.16,312.194,653.77,510.968,895.567,732.746,708.546,701.131,898.997,825.669,452.858,1047.41,773.689,898.997
Rps19bp1,ENSMUSG00000051518.8,53.2023,58.2087,86.4067,42.7581,97.2396,59.5683,27.1124,37.1683,58.178,69.4118,30.3256,49.8156,37.1683
Rps2,ENSMUSG00000044533.15,1077.15,3601.01,3181.55,3852.31,2813.77,2697.08,3922.66,3695.32,5429.92,3454.08,8139.94,2310.74,3695.32
Rps20,ENSMUSG00000028234.6,68.632,386.09,298.322,233.555,260.773,515.522,438.011,384.792,381.649,248.961,700.028,221.932,384.792
Rps21,ENSMUSG00000039001.12,1309.96,4083.36,1526.34,1858.84,1219.37,2186.16,2157.04,1990.59,2812.85,2455.71,2234.12,2679.86,1990.59
Rps23,ENSMUSG00000049517.8,682.611,2383.91,1380.99,1373.66,1341.38,4449.26,2280.19,2019.29,2512.3,2952.16,2063.62,1694.36,2019.29
Rps23rg1,ENSMUSG00000065952.13,0,0.060034,0.069489,0.20873,0,0,0.215126,0,0,0,49.2462,0,0
Rps24,ENSMUSG00000025290.17,1047.41,6768.94,4545.9,4805.16,4062.65,8025.89,5408.6,6141.44,4736.16,7872.12,7248.42,4594.2,6141.44
Rps25,ENSMUSG00000009927.9,829.823,2192.14,1435.29,2659.53,2411.01,3505.72,3086.35,3456.54,3599.66,2326.52,5139.2,2989.07,3456.54
Rps26,ENSMUSG00000025362.6,519.966,1523.48,1613.86,1303.59,1349.85,1271.77,2317.23,1541.5,2172.24,2740.86,2012.7,1087.39,1541.5
Rps27,ENSMUSG00000090733.6,10.8229,100.359,82.2768,77.6906,29.3135,43.8233,140.924,48.401,27.2538,39.5653,56.6739,34.0183,48.401
Rps27l,ENSMUSG00000036781.13,178.865,548.136,460.416,908.846,891.147,526.337,428.179,659.705,697.124,159.471,310.191,472.014,659.705
Rps28,ENSMUSG00000067288.13,1683.77,4296.14,3185.27,2895.19,2093.08,2558.14,3782.94,3147.96,4542.25,3480.85,5428.93,3613.97,3147.96
Rps29,ENSMUSG00000034892.8,2169.83,3011.68,2446.59,1961.31,2526.32,3260.58,3976.57,4199.22,7422.22,3892.55,4025.88,4489.4,4199.22
Rps3,ENSMUSG00000030744.13,632.826,2124.62,1564.93,3015.72,2235.92,3246.2,2199.6,2310.89,2254.77,3002.29,3280.05,2409.21,2310.89
Rps3a1,ENSMUSG00000028081.6,940.627,3897.94,2943.45,2200.92,2757.03,5751.57,3412.89,3186.59,3641.17,3071.14,6072.79,2705.87,3186.59
Rps4x,ENSMUSG00000031320.9,772.887,3632.81,2453.33,2735.45,2085.01,2912.59,3162.77,3735.48,4171.07,3399.98,3170.4,3050.14,3735.48
Rps5,ENSMUSG00000012848.15,927.111,2297.28,1363.59,2495.86,1525.76,1587.38,2035.32,2078.86,2057.76,2210.2,2117.14,2080.1,2078.86
Rps6,ENSMUSG00000028495.14,937.409,2108.12,2638.24,1796.46,2857.75,3569.99,3034.57,3432.15,4064.1,2500.98,6767.9,2241.91,3432.15
Rps6ka1,ENSMUSG00000003644.17,10.5368,10.9084,37.8683,11.8128,7.37384,21.3553,9.32926,28.8528,1.43707,17.6237,41.2968,44.2503,28.8528
Rps6ka2,ENSMUSG00000023809.10,41.5644,12.0472,4.26244,3.971,4.8446,0.952009,21.1606,0,9.74453,73.039,18.9948,6.53901,0
Rps6ka3,ENSMUSG00000031309.15,18.9871,16.175,19.549,20.2777,31.5313,69.0638,31.3821,96.9779,22.0235,28.3458,14.534,23.3096,96.9779
Rps6ka4,ENSMUSG00000024952.13,8.78946,33.3237,28.6384,59.0179,8.74578,16.1336,25.8636,15.9196,22.2687,7.66588,3.99496,17.8278,15.9196
Rps6ka5,ENSMUSG00000021180.9,5.03946,2.00414,4.19714,0.854952,1.24821,4.84997,2.27623,12.1218,1.31995,3.97539,4.76694,4.26482,12.1218
Rps6ka6,ENSMUSG00000025665.16,14.4676,0,0,0,1.76156,0,0.834377,0,8.17375,25.6599,17.7266,0,0
Rps6kb1,ENSMUSG00000020516.15,8.69342,20.7146,26.2854,21.3091,21.7538,12.8281,13.9867,20.8405,22.2722,6.1508,14.5899,11.6996,20.8405
Rps6kb2,ENSMUSG00000024830.17,5.79919,3.88938,8.17204,9.77442,4.61376,4.40121,5.44642,4.60891,2.45756,3.32376,3.76841,3.42476,4.60891
Rps6kc1,ENSMUSG00000089872.10,11.4261,7.88491,10.103,5.83233,6.85205,4.20019,5.43317,0,9.81925,6.87736,10.7219,10.7178,0
Rps6kl1,ENSMUSG00000019235.9,0.212121,0,0,0,0.035524,3.96985,0.482092,0,0,6.82489,2.45522,0.02942,0
Rps7,ENSMUSG00000061477.4,654.337,2094.4,1693.96,1333.17,2679.75,3573.6,2128.49,2395.93,4473.66,4351.48,4096.72,2380.22,2395.93
Rps8,ENSMUSG00000047675.15,761.835,2204.67,2594.12,1760.97,1841,4438.88,2858.6,2999.46,3295.66,2016.14,5318.46,2026.94,2999.46
Rps9,ENSMUSG00000006333.14,974.973,2364.99,1793.56,2550.14,2195.5,2799.59,2652.63,3252.7,3428.13,1661.81,2859.87,2297.5,3252.7
Rpsa,ENSMUSG00000032518.6,159.39,576.244,325.576,783.894,432.177,487.277,729.855,636.629,824.108,586.257,1027.25,602.609,636.629
Rptn,ENSMUSG00000041984.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Rptor,ENSMUSG00000025583.15,9.64453,5.44389,10.783,5.37329,9.34125,5.11608,6.76841,5.46791,9.4705,3.90267,10.8725,6.92647,5.46791
Rpusd1,ENSMUSG00000041199.3,14.4385,12.9396,28.3477,11.9783,7.03843,9.38564,8.21615,12.0691,11.4616,9.66969,7.03702,8.15473,12.0691
Rpusd2,ENSMUSG00000027324.1,8.47573,2.7849,4.80784,4.94786,4.0503,6.02782,2.65795,7.45773,3.21403,6.46173,6.33782,3.15286,7.45773
Rpusd3,ENSMUSG00000051169.14,3.47416,3.82643,9.64157,6.70268,8.12146,12.0548,4.53514,7.7097,4.25126,10.5763,10.2906,7.62328,7.7097
Rpusd4,ENSMUSG00000032044.4,10.6852,11.8541,20.5835,18.5094,20.9243,30.4773,13.4243,24.7395,19.4875,21.6792,26.6654,19.2352,24.7395
Rrad,ENSMUSG00000031880.7,0.051676,15.0324,15.2818,3.71512,0.548889,17.1291,0.391687,0.057989,3.10817,1.39054,1.02917,8.95628,0.057989
Rraga,ENSMUSG00000070934.6,95.5957,66.3821,72.8479,61.3639,76.0857,55.7338,75.0308,45.9103,69.2313,88.1068,56.3391,102.613,45.9103
Rragb,ENSMUSG00000041658.12,37.9755,0,0.340147,9.45316,2.72064,0,8.42708,0.513161,0.884212,22.1353,62.7472,3.06048,0.513161
Rragc,ENSMUSG00000028646.16,97.7527,74.2902,82.4034,76.6265,93.6136,31.1986,90.1292,58.6228,63.2218,31.7951,40.7757,123.527,58.6228
Rragd,ENSMUSG00000028278.14,37.8303,0.184845,7.94999,0.271531,21.3725,3.82015,20.8972,0.15409,2.51211,10.3515,72.5898,0.077398,0.15409
Rras,ENSMUSG00000038387.9,6.37898,114.319,77.6544,104.274,54.0845,24.1298,76.7059,14.2432,47.8295,87.4543,70.6594,119.307,14.2432
Rras2,ENSMUSG00000055723.6,44.1981,35.0574,62.9614,68.5599,14.3451,18.8892,72.4985,26.7151,27.8243,27.8742,15.3767,2.41196,26.7151
Rrbp1,ENSMUSG00000027422.15,19.6753,232.91,41.9214,64.1948,69.9769,56.0636,52.8188,24.6655,84.4391,94.4263,108.672,144.531,24.6655
Rreb1,ENSMUSG00000039087.17,0.238922,4.0715,6.07477,13.0409,5.32495,8.9185,3.69843,26.9071,3.81254,0,5.5789,7.98694,26.9071
Rrh,ENSMUSG00000028012.15,0.15249,0,0,0.065987,0,0.20544,0,0,0,0,0.152429,0,0
Rrm1,ENSMUSG00000030978.10,185.108,26.5219,134.956,94.2338,39.053,82.9448,92.2506,225.509,59.695,31.5805,51.4103,69.4478,225.509
Rrm2,ENSMUSG00000020649.11,182.047,20.8703,178.556,235.531,78.4005,192.949,83.1312,299.478,146.796,8.93394,53.9421,115.757,299.478
Rrm2b,ENSMUSG00000022292.16,7.63233,6.9979,15.4882,9.36437,22.5037,19.3423,10.7993,4.69427,5.38084,22.3492,3.59133,6.10318,4.69427
Rrn3,ENSMUSG00000022682.8,55.5688,33.371,41.9312,23.355,50.5867,35.9672,34.2474,49.5543,27.5671,36.1906,35.5783,14.0002,49.5543
Rrnad1,ENSMUSG00000004896.16,8.91544,7.9394,9.39578,4.27469,7.99854,6.31108,6.16522,7.35911,6.34057,9.4405,8.30638,5.25844,7.35911
Rrp1,ENSMUSG00000061032.9,198.206,106.028,277.971,129.852,133.325,117.614,155.971,151.906,189.562,230.575,125.973,97.8345,151.906
Rrp12,ENSMUSG00000035049.4,23.258,10.7203,27.3697,37.9111,11.9057,24.185,9.79473,17.737,11.8953,16.7204,22.6008,5.88383,17.737
Rrp15,ENSMUSG00000001305.5,89.3315,36.4586,73.8888,77.1863,31.5627,58.505,29.6998,64.9201,49.1689,65.7707,68.7117,24.3305,64.9201
Rrp1b,ENSMUSG00000058392.13,23.1181,10.4679,16.1439,13.3344,13.9978,18.5736,7.10067,18.2407,19.9565,23.6027,20.1226,11.0477,18.2407
Rrp36,ENSMUSG00000023971.9,32.2607,24.2302,32.4856,20.7698,48.7484,30.8628,21.1308,34.8728,33.2534,23.577,26.1867,21.9257,34.8728
Rrp7a,ENSMUSG00000018040.9,15.0163,30.3302,38.2173,28.9063,31.7047,48.0124,17.5646,22.6163,25.2684,28.3838,12.5998,22.7096,22.6163
Rrp8,ENSMUSG00000030888.14,30.1405,21.2304,20.8189,21.1141,21.1311,21.9318,18.5736,35.7577,22.0761,21.8014,9.26633,16.0519,35.7577
Rrp9,ENSMUSG00000041506.15,35.2637,24.6445,28.9102,32.1434,21.0778,52.1571,25.5084,51.1402,52.8756,25.3631,39.1805,11.4275,51.1402
Rrs1,ENSMUSG00000061024.8,49.8176,25.6845,40.9094,46.449,55.2236,50.2686,31.2328,50.9527,73.7382,36.4989,39.5737,26.7827,50.9527
Rs1,ENSMUSG00000031293.13,0,0,0.015522,0,0.040153,0,0,0,0,0,0.075657,0,0
Rsad1,ENSMUSG00000039096.10,5.54685,4.77957,5.6864,3.99368,2.51497,1.85328,1.87016,1.55138,5.19961,5.46865,1.30223,0.920376,1.55138
Rsad2,ENSMUSG00000020641.16,0.384582,9.83034,0.560481,0.137291,16.9219,0.716839,2.36491,15.2591,0.161457,1.38684,0.298028,2.99664,15.2591
Rsbn1,ENSMUSG00000044098.14,6.30532,4.95445,6.21898,3.25751,3.60102,7.39087,6.39222,8.63072,6.05822,13.4721,7.94999,6.66603,8.63072
Rsbn1l,ENSMUSG00000039968.9,10.4023,2.87385,12.9037,5.22263,5.40263,15.9596,7.86668,13.236,5.17155,6.66556,10.575,8.44382,13.236
Rsc1a1,ENSMUSG00000040715.12,12.0304,4.78572,11.617,6.5115,5.87072,7.16911,10.4038,11.204,3.89109,6.15107,8.46334,8.94575,11.204
Rsf1,ENSMUSG00000035623.14,5.43869,3.27408,7.24594,4.59906,7.60768,7.68299,7.08277,6.21835,5.35578,4.6914,5.88548,3.37295,6.21835
Rskr,ENSMUSG00000037593.12,0.367826,0.058763,0.11104,0,0.115248,0.827413,0.104644,0.248115,0,0.051049,0.580633,0.100549,0.248115
Rsl1,ENSMUSG00000058900.5,1.04444,2.54725,3.39042,1.71835,3.99942,9.46407,2.38094,6.58693,3.32153,2.25446,2.36915,0.269171,6.58693
Rsl1d1,ENSMUSG00000005846.12,176.387,135.335,143.464,127.594,206.26,376.212,118.4,233.15,188.999,199.797,122.956,71.643,233.15
Rsl24d1,ENSMUSG00000032215.15,39.6891,48.6634,69.9144,84.61,83.6518,97.2993,53.3543,114.408,68.871,54.6236,117.409,58.337,114.408
Rslcan18,ENSMUSG00000074824.3,0.32315,0.104392,0,0.037168,0.339805,0.69649,0.109645,0.301266,0.143125,0.127264,0.223814,0,0.301266
Rsph1,ENSMUSG00000024033.10,22.7735,0,10.9776,0.072077,2.23287,0.189017,1.71359,0,0.159846,8.54804,12.728,0.836532,0
Rsph14,ENSMUSG00000009070.14,0,0,0,0,0,0,0,0,0,0.165731,0,0,0
Rsph3b,ENSMUSG00000023806.10,32.934,43.7536,60.1295,10.4195,43.7043,49.8787,24.1502,20.9703,36.2141,24.289,12.5441,8.04891,20.9703
Rsph4a,ENSMUSG00000039552.14,0.020673,0,0.285346,0,0,0,0.0198,0,0,0,0.246998,0,0
Rsph6a,ENSMUSG00000040866.13,0,0,0,0,0,0.147167,0,0,0,0.030788,0.163546,0,0
Rsph9,ENSMUSG00000023966.8,1.71393,0,19.181,0,0,0,6.78418,0,1.02985,11.299,0.270299,0.099671,0
Rspo1,ENSMUSG00000028871.7,0.043096,0.839423,0,0,0,0,0,0.85557,0,0.694443,5.29224,0.047865,0.85557
Rspo2,ENSMUSG00000051920.7,0,22.8144,0.090372,0,0,0,0,0,0.023637,0,0,0,0
Rspo3,ENSMUSG00000019880.10,0,5.62126,1.73642,1.83968,0.482018,0,0,0.028052,0,0,3.13103,0,0.028052
Rspo4,ENSMUSG00000032852.3,0.590359,0.035243,0,0,0,0,0,0,0,0,1.99336,0,0
Rspry1,ENSMUSG00000050079.10,14.3065,23.5761,21.1777,11.4623,18.26,12.989,13.3492,17.0458,10.2009,14.0945,9.04411,13.359,17.0458
Rsrc2,ENSMUSG00000029422.15,80.1416,41.8214,88.1458,52.098,58.9835,72.8281,75.2674,91.5634,50.3052,30.0903,69.7673,33.1626,91.5634
Rsrp1,ENSMUSG00000037266.18,206.317,94.7666,145.72,75.1116,154.098,66.5423,103.6,225.28,65.451,68.7528,133.263,205.305,225.28
Rsu1,ENSMUSG00000026727.10,25.4591,105.306,66.2756,19.2804,80.371,51.2337,66.7425,49.8704,70.5415,52.8123,36.452,96.5758,49.8704
Rtbdn,ENSMUSG00000048617.16,0.48095,0,0,0,0,0,0,0,0,3.71366,1.31307,0,0
Rtca,ENSMUSG00000000339.14,52.7083,48.2744,57.0646,33.2259,52.0454,63.8804,54.2308,57.1684,42.0058,55.9339,29.8317,36.9777,57.1684
Rtcb,ENSMUSG00000001783.3,118.524,117.395,199.339,121.51,131.369,170.415,178.148,128.194,159.418,162.309,104.446,61.409,128.194
Rtel1,ENSMUSG00000038685.18,41.6431,12.68,36.3446,13.982,9.23909,17.6367,8.70405,23.0626,15.8777,8.01822,10.3354,13.605,23.0626
Rtf1,ENSMUSG00000027304.9,27.8376,17.2111,42.6038,19.5356,22.4076,23.6763,16.9991,57.0243,26.1572,19.8196,27.8297,15.8121,57.0243
Rtf2,ENSMUSG00000027502.11,36.2622,71.5392,52.3049,43.2508,76.4591,47.9025,41.77,60.5196,40.0316,39.1459,40.087,80.5131,60.5196
Rtkn,ENSMUSG00000034930.16,4.6206,16.9259,18.4053,32.3703,75.1395,67.092,14.0835,0.056223,34.8269,10.3821,2.76595,1.47795,0.056223
Rtkn2,ENSMUSG00000037846.18,13.6725,2.38046,10.239,1.18095,1.62576,5.79311,10.1934,0.187452,14.6948,6.10528,11.9808,0.294026,0.187452
Rtl1,ENSMUSG00000085925.3,0,0.188996,0,0.010023,0,0,0,0,0,0.065347,0.919523,0,0
Rtl3,ENSMUSG00000047686.9,0,0.22382,0,0,0,0,0,0,0,0,0,0,0
Rtl4,ENSMUSG00000071679.4,0.045144,0,0,0,0,0,0,0,0,0,0.0825,0,0
Rtl5,ENSMUSG00000049191.12,1.24003,0.451469,0.314506,0,0,0.043006,0.104772,0,0.454044,1.7397,0,0.178825,0
Rtl6,ENSMUSG00000055745.4,9.08694,0,0.020673,0,0,0,0,0,0.836952,1.77928,0,0,0
Rtl8a,ENSMUSG00000067925.4,40.8365,50.282,12.5449,13.734,44.1513,17.6383,30.279,0,4.39232,15.3984,9.95947,20.3379,0
Rtl8c,ENSMUSG00000051851.5,34.9485,0.638902,0,0,66.7155,24.9217,38.3353,0,3.39076,14.0554,11.4102,13.7005,0
Rtl9,ENSMUSG00000085584.3,0,0.672848,0.022363,0.015758,0.134975,0.081742,0.087694,0,0.01748,1.33102,0.054556,0.020294,0
Rtn1,ENSMUSG00000021087.18,0,0.925818,0.229046,0.287889,0,0,0.104975,0,0,0,0.66812,0,0
Rtn2,ENSMUSG00000030401.16,51.0348,1.34847,1.69796,0,2.76686,0.282995,30.3605,0,11.0052,48.7778,20.4407,2.26506,0
Rtn3,ENSMUSG00000024758.15,304.728,177.258,259.096,229.564,64.305,182.837,175.326,164.812,83.882,77.8335,133.702,122.353,164.812
Rtn4,ENSMUSG00000020458.16,169.361,302.464,202.144,412.259,225.416,75.8357,484.359,127.469,369.68,192.981,109.56,473.864,127.469
Rtn4ip1,ENSMUSG00000019864.14,22.2182,3.18709,19.2611,5.15129,15.2302,15.8976,8.28915,11.1602,4.31004,14.8964,14.7153,4.7725,11.1602
Rtn4r,ENSMUSG00000043811.5,0.040575,1.16689,2.87547,0,0,0,1.4701,10.0596,0,0,2.6097,0.227592,10.0596
Rtn4rl1,ENSMUSG00000045287.6,0,0.092691,1.61871,6.09163,0.699364,9.35228,3.22947,0,0,9.27768,14.7023,0.071347,0
Rtn4rl2,ENSMUSG00000050896.12,0.261611,0,0,0,0,0,0,0,0,0.554128,0,0.072735,0
Rtp1,ENSMUSG00000033383.6,0,0,0.029811,0,0,0,0,0,0,0.045762,0,0,0
Rtp2,ENSMUSG00000047531.9,0,0,0,0,0,0,0,0,0,0.208477,0,0,0
Rtp3,ENSMUSG00000066319.6,0.031343,0.067906,0.230008,0,0.033062,0.047781,0.27038,0,0.029958,0.058656,0.031156,0,0
Rtp4,ENSMUSG00000033355.6,0.084922,140.928,7.71919,0.56412,3.88006,0,6.14933,199.924,1.09298,1.13257,0,16.0597,199.924
Rtraf,ENSMUSG00000021807.6,54.3721,164.84,154.874,102.888,190.666,137.929,205.621,125.264,128.234,164.34,173.614,158.544,125.264
Rttn,ENSMUSG00000023066.10,5.06376,1.47855,4.22383,2.55818,2.16498,3.31237,3.08228,8.06294,3.52747,1.96889,6.66373,3.31091,8.06294
Rubcn,ENSMUSG00000035629.19,24.0117,12.2543,24.633,11.9795,18.6114,8.22702,27.8393,7.21735,7.45574,24.1347,4.3463,8.5909,7.21735
Rubcnl,ENSMUSG00000034959.8,0.086889,0.313452,0.498623,0.074901,0.183449,0.025888,0.863842,1.28326,0.027693,0,0.086429,2.70121,1.28326
Rufy1,ENSMUSG00000020375.9,9.51088,23.0324,23.1702,15.3342,20.2747,6.31679,9.73294,7.2911,14.9002,12.503,15.0086,20.1953,7.2911
Rufy2,ENSMUSG00000020070.18,22.6089,10.0105,27.6401,7.11225,12.6152,6.16961,14.1438,1.77749,9.7041,31.7517,12.5096,7.56838,1.77749
Rufy3,ENSMUSG00000029291.11,72.1606,7.52611,11.9945,5.63366,21.4382,5.47632,12.2335,13.3976,4.11579,34.0291,11.6256,13.3118,13.3976
Rufy4,ENSMUSG00000061815.11,0,0,2.04742,1.19166,0.045364,0.038462,0.202712,0,0,5.80961,1.88358,0,0
Rundc1,ENSMUSG00000035007.5,16.3265,14.4925,25.3335,10.0258,12.4653,13.6179,8.7639,8.82364,9.72418,10.046,5.97998,6.27543,8.82364
Rundc3a,ENSMUSG00000006575.14,186.17,0.248529,4.06211,3.71368,5.06173,0,15.2501,0.088239,13.4585,209.576,11.5743,0,0.088239
Rundc3b,ENSMUSG00000040570.14,7.98496,0,1.69502,0.309078,2.06195,0,0,0.244603,0.039215,8.29678,8.82887,0.296225,0.244603
Runx1,ENSMUSG00000022952.17,0.03953,10.1391,14.641,11.9002,2.9319,7.61925,15.6886,56.4869,16.0649,0,0.050243,23.943,56.4869
Runx1t1,ENSMUSG00000006586.15,13.6783,5.45802,0.066034,0.0221,0,0,1.07269,0,1.39223,0.769859,9.34403,0,0
Runx2,ENSMUSG00000039153.17,0.155199,10.7738,3.63562,13.4627,0.409793,6.82581,11.9569,10.5232,15.7019,0.216555,0.099853,0.157765,10.5232
Runx3,ENSMUSG00000070691.10,0.019397,0.811499,5.71451,0,0,17.9137,0.018565,26.0816,0,1.96951,1.82831,3.61627,26.0816
Rusc1,ENSMUSG00000041263.14,22.6565,8.17551,12.7248,5.65668,10.2989,48.5973,6.29588,11.8384,1.98846,15.2326,10.3506,11.3217,11.8384
Rusc2,ENSMUSG00000035969.15,5.89298,11.8943,7.12147,4.69091,33.4888,0.309302,34.517,1.05146,12.8415,0,4.30693,17.9035,1.05146
Ruvbl1,ENSMUSG00000030079.15,98.6595,53.9294,77.5679,88.0192,62.9964,85.5359,43.0293,132.73,90.1096,65.6431,91.8096,37.674,132.73
Ruvbl2,ENSMUSG00000003868.14,86.7653,57.025,85.7345,79.7065,51.0083,98.4985,63.2457,125.269,102.485,63.7603,115.615,48.1074,125.269
Rwdd1,ENSMUSG00000019782.10,163.483,86.4362,144.919,93.5437,127.437,169.743,137.732,94.3314,95.1749,142.267,123.896,80.3517,94.3314
Rwdd2a,ENSMUSG00000032417.10,2.05394,1.71723,3.56682,0.427654,4.06896,2.42088,2.31427,1.11442,1.35721,3.99656,7.8023,13.6557,1.11442
Rwdd2b,ENSMUSG00000041079.12,6.92879,2.98054,7.62046,4.04516,6.44231,10.8222,3.00492,10.2857,3.46711,2.91357,2.89359,3.57631,10.2857
Rwdd3,ENSMUSG00000028133.17,76.5074,4.84321,5.8487,1.44166,9.59861,14.2923,0,2.11108,3.97939,10.0214,9.44497,5.01711,2.11108
Rwdd4a,ENSMUSG00000031568.16,35.2158,20.2858,29.579,11.1717,20.9537,23.9243,13.1838,15.9082,13.7974,20.1632,12.0104,9.8303,15.9082
Rxfp1,ENSMUSG00000034009.14,0,0,0,0,0.029102,0,0.025008,0,0.238511,0,0,0,0
Rxfp2,ENSMUSG00000053368.13,0,0,0,0,0,0,0,0,0,0,0.031102,0,0
Rxfp3,ENSMUSG00000060735.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Rxfp4,ENSMUSG00000049741.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Rxra,ENSMUSG00000015846.15,11.6677,47.5356,21.2158,12.1456,28.4457,0.299883,19.6365,42.5224,20.0783,2.38853,10.4764,16.4699,42.5224
Rxrb,ENSMUSG00000039656.17,48.3038,46.3053,58.0908,21.2387,41.3225,33.2752,23.6588,35.1318,47.177,37.9393,31.1711,43.952,35.1318
Rxrg,ENSMUSG00000015843.10,0,0,0,0,0,0,0,0,0,0,2.7066,0,0
Rxylt1,ENSMUSG00000034620.17,0.881992,2.28163,2.30338,0.321674,1.35821,1.094,0.943669,0.30613,1.20445,0.736532,0.498234,0.692981,0.30613
Rybp,ENSMUSG00000072872.3,58.9229,22.626,21.6326,30.3679,23.7348,16.766,21.0995,17.7039,14.5846,18.5558,52.8183,44.2905,17.7039
Ryk,ENSMUSG00000032547.12,32.0656,161.768,93.2699,57.4332,62.4789,122.695,67.2888,0,72.7969,31.4088,34.6651,7.02854,0
Ryr1,ENSMUSG00000030592.18,0.019064,0.066982,0.303163,0,0.04542,0.269404,4.19927,0,0.009101,2.48903,1.00648,0.068655,0
Ryr2,ENSMUSG00000021313.16,1.14392,0.004684,0,0,0,0,0.004144,0,0,0.009824,0.064507,0.004801,0
Ryr3,ENSMUSG00000057378.15,0.014629,0,0,0.008392,0.094827,24.936,0.023315,0,0,2.4042,0.089413,0.005403,0
S100a1,ENSMUSG00000044080.9,138.663,9.52214,128.06,91.4037,176.646,1.52397,43.0863,9.80594,85.4279,31.5797,21.8549,202.937,9.80594
S100a10,ENSMUSG00000041959.14,6.2581,1315.84,609.607,1143.8,115.245,421.618,775.055,333.063,862.371,394.816,143.907,524.696,333.063
S100a11,ENSMUSG00000027907.4,0.410331,2086.21,1709.22,4441.94,265.045,201.632,2258.38,763.702,1520.59,13.1854,194.522,529.116,763.702
S100a13,ENSMUSG00000042312.10,58.4179,34.7036,50.392,37.4112,41.3917,90.2802,15.1678,30.9161,56.2731,114.301,6.51464,50.7469,30.9161
S100a14,ENSMUSG00000042306.11,0,1.22569,0.524635,0.194881,0.171272,0,0,0,0,1.99563,0.28708,0,0
S100a16,ENSMUSG00000074457.10,0,39.1868,81.2852,51.0339,3.08476,0,19.0888,0,2.34993,5.15087,0,0,0
S100a2,ENSMUSG00000094018.2,0,1.45471,0,0,0,2.91049,0,0,0.441215,0,0,0,0
S100a3,ENSMUSG00000001021.13,0.130712,3.4074,4.95851,10.0823,0,5.5811,10.8209,0.149564,5.84534,1.33093,0.209387,0.231573,0.149564
S100a4,ENSMUSG00000001020.8,22.1345,3696.95,42.5076,14.7774,5.13769,1402.11,1366.96,414.95,3890.98,9.87543,0,1598.52,414.95
S100a5,ENSMUSG00000001023.10,0,0.582841,0,0,0,10.3781,0,1.83682,2.14731,0,0,0,1.83682
S100a6,ENSMUSG00000001025.8,0,6097.68,2249.53,9216.95,25.9432,1267.24,1433.81,132.97,8437.32,1946.09,22.6743,2421.06,132.97
S100a7a,ENSMUSG00000063767.4,0.507023,11.3027,4.94175,14.7421,0.373507,0.454303,5.20542,0.513048,2.12178,10.2738,0.485962,1.05387,0.513048
S100a7l2,ENSMUSG00000091175.2,0,0.705416,0,0,0.236399,0,0,0,0,0,0,0,0
S100a8,ENSMUSG00000056054.9,0,1.90503,0.548624,0.579266,1.20491,0,0.215843,0.254328,0.213895,1.0472,0,13.6574,0.254328
S100a9,ENSMUSG00000056071.12,0,0,0,0,0,0,0,1.4409,0,0,0,0,1.4409
S100b,ENSMUSG00000033208.7,0,0.117618,0,0.282584,290.641,0,58.6384,0,0,0,0,0.121113,0
S100g,ENSMUSG00000040808.4,0,0.725046,0,0.196725,0,0,0,0,0.435871,0,0,0,0
S100pbp,ENSMUSG00000040928.15,24.1716,11.7079,26.44,3.31458,16.8635,18.3148,14.8659,17.0511,16.7818,22.9591,25.9882,18.7948,17.0511
S100z,ENSMUSG00000021679.4,0,0,0.37456,0,0,0,0,0,0,0,0,0,0
S1pr1,ENSMUSG00000045092.8,0,10.5531,0.727055,0,0.079091,24.8459,2.53796,3.33646,0.377663,0,1.06061,112.147,3.33646
S1pr2,ENSMUSG00000043895.6,0.105868,20.9465,5.48297,3.76952,11.6477,2.10006,8.75383,9.6563,16.2389,3.83998,6.38415,7.47393,9.6563
